"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timestep";"timesimulation";"speciestotal"
0;0;0;0;0;0;0;0;0
0;1;0,5;0;0,5;0,000250742514103008;99;2;1
0;0;0;0;0;0;0;0;0
0;1;0,25;0;0,25;0,000151111571937035;97;4;1
0;0;0;0;0;0;0;0;0
0;1;0,17;0;0,17;5,39610415273284e-06;95;6;1
0;0;0;0;0;0;0;0;0
0;1;0,75;0;0,75;0,000182311290890663;93;8;6
0;0;0;0;0;0;0;0;0
0;1;0,6;0,2;0,4;0,000185625937605266;91;10;6
0;0;0;0;0;0;0;0;0
0;1;0,5;0,17;0,33;0,000192632453662078;89;12;6
0;0;0;0;0;0;0;0;0
0;1;0,43;0,14;0,29;5,82861825809688e-05;87;14;6
0;0;0;0;0;0;0;0;0
0;1;0,38;0,12;0,26;7,76335716609344e-05;85;16;6
0;0;0;0;0;0;0;0;0
0;1;0,33;0,11;0,22;0,000240790194321119;83;18;6
0;0;0;0;0;0;0;0;0
0;1;0,3;0,1;0,2;0,000218036975350305;81;20;6
0;0;0;0;0;0;0;0;0
0;1;0,32;0,09;0,23;0,000233882402734753;79;22;7
0;0;0;0;0;0;0;0;0
0;1;0,33;0,08;0,25;0,000148780135489477;77;24;8
0;0;0;0;0;0;0;0;0
0;1;0,31;0,08;0,23;0,000132901274282171;75;26;8
0;0;0;0;0;0;0;0;0
0;1;0,29;0,07;0,22;0,000113050306016762;73;28;8
0;0;0;0;0;0;0;0;0
0;1;0,27;0,07;0,2;0,000149011198733645;71;30;8
0;0;0;0;0;0;0;0;0
0;1;0,25;0,06;0,19;0,00012967495805367;69;32;8
0;0;0;0;0;0;0;0;0
0;1;0,24;0,06;0,18;0,000102060782120726;67;34;8
0;0;0;0;0;0;0;0;0
0;1;0,22;0,06;0,16;5,68417912403067e-05;65;36;8
0;0;0;0;0;0;0;0;0
0;1;0,21;0,05;0,16;7,94668021837271e-05;63;38;8
0;0;0;0;0;0;0;0;0
0;1;0,22;0,05;0,17;8,38215656118006e-05;61;40;9
0;0;0;0;0;0;0;0;0
0;1;0,21;0,05;0,16;8,38583969759602e-05;59;42;9
0;0;0;0;0;0;0;0;0
0;1;0,2;0,05;0,15;0,000113633982738385;57;44;9
0;0;0;0;0;0;0;0;0
0;1;0,2;0,04;0,16;0,000151736113650198;55;46;9
0;0;0;0;0;0;0;0;0
0;1;0,19;0,04;0,15;0,000176295740365904;53;48;9
0;0;0;0;0;0;0;0;0
0;1;0,18;0,04;0,14;7,26537989440715e-05;51;50;9
0;0;0;0;0;0;0;0;0
0;1;0,21;0,04;0,17;0,000120871245294522;49;52;11
0;0;0;0;0;0;0;0;0
0;1;0,2;0,04;0,16;0,000190644312489256;47;54;11
0;0;0;0;0;0;0;0;0
0;1;0,2;0,04;0,16;0,000136847669852262;45;56;11
0;0;0;0;0;0;0;0;0
0;1;0,24;0,03;0,21;0,000181726903032688;43;58;14
0;0;0;0;0;0;0;0;0
0;1;0,25;0,03;0,22;0,000116265344667933;41;60;15
0;0;0;0;0;0;0;0;0
0;1;0,26;0,03;0,23;0,000108509825494818;39;62;16
0;0;0;0;0;0;0;0;0
0;1;0,25;0,05;0,2;9,63019200628374e-05;37;64;16
0;0;0;0;0;0;0;0;0
0;1;0,24;0,06;0,18;0,00015523247789156;35;66;16
0;0;0;0;0;0;0;0;0
0;1;0,25;0,09;0,16;0,000164657097243155;33;68;17
0;0;0;0;0;0;0;0;0
0;1;0,29;0,09;0,2;0,000142331730155119;31;70;20
0;0;0;0;0;0;0;0;0
0;1;0,32;0,08;0,24;0,000150651794172476;29;72;23
0;0;0;0;0;0;0;0;0
0;1;0,31;0,11;0,2;7,64648461255494e-05;27;74;23
0;0;0;0;0;0;0;0;0
0;1;0,32;0,11;0,21;0,000128345963160595;25;76;24
0;0;0;0;0;0;0;0;0
0;1;0,31;0,1;0,21;7,33818088747354e-05;23;78;24
0;0;0;0;0;0;0;0;0
0;1;0,3;0,1;0,2;8,15287692059012e-05;21;80;24
