"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timestep";"timesimulation";"speciestotal"
0;0;0;0;0;0;0;0;0
0;1;0,5;0;0,5;0,00119317788395062;99;2;1
0;0;0;0;0;0;0;0;0
0;1;0,25;0;0,25;0,000374384856239723;97;4;1
0;0;0;0;0;0;0;0;0
0;1;0,17;0;0,17;0,00033579226950281;95;6;1
0;0;0;0;0;0;0;0;0
0;1;0,38;0;0,38;0,000132040790141563;93;8;3
0;0;0;0;0;0;0;0;0
0;1;0,5;0;0,5;0,000224479850293537;91;10;5
0;0;0;0;0;0;0;0;0
0;1;0,42;0;0,42;0,000167568794607525;89;12;5
0;0;0;0;0;0;0;0;0
0;1;0,36;0;0,36;0,000304457103139771;87;14;5
0;0;0;0;0;0;0;0;0
0;1;0,5;0,06;0,44;0,000186083188463071;85;16;8
0;0;0;0;0;0;0;0;0
0;1;0,44;0,06;0,38;0,000165363409182269;83;18;8
0;0;0;0;0;0;0;0;0
0;1;0,5;0,05;0,45;0,000216368821560295;81;20;10
0;0;0;0;0;0;0;0;0
0;1;0,59;0,05;0,54;0,000420573672038664;79;22;13
0;0;0;0;0;0;0;0;0
0;1;0,54;0,04;0,5;0,000220497103215728;77;24;13
0;0;0;0;0;0;0;0;0
0;1;0,58;0,04;0,54;0,00013957053835552;75;26;15
0;0;0;0;0;0;0;0;0
0;1;0,54;0,07;0,47;0,000156377872795306;73;28;15
0;0;0;0;0;0;0;0;0
0;1;0,57;0,07;0,5;0,000139660252600859;71;30;17
0;0;0;0;0;0;0;0;0
0;1;0,56;0,06;0,5;0,000138434808504436;69;32;18
0;0;0;0;0;0;0;0;0
0;1;0,68;0,06;0,62;0,000148234286161427;67;34;23
0;0;0;0;0;0;0;0;0
0;1;0,89;0,08;0,81;0,000175734676819074;65;36;32
0;0;0;0;0;0;0;0;0
0;1;1,11;0,11;1;0,000146262184714295;63;38;42
0;0;0;0;0;0;0;0;0
0;1;1,15;0,1;1,05;0,000165765353216956;61;40;46
0;0;0;0;0;0;0;0;0
0;1;1,4;0,1;1,3;0,000146799443866082;59;42;59
0;0;0;0;0;0;0;0;0
0;1;1,75;0,14;1,61;0,000204633871012052;57;44;77
0;0;0;0;0;0;0;0;0
0;1;1,8;0,13;1,67;0,000142065846973711;55;46;83
0;0;0;0;0;0;0;0;0
0;1;2,04;0,15;1,89;0,000138789800516963;53;48;98
0;0;0;0;0;0;0;0;0
0;1;2,32;0,2;2,12;0,000141700253663511;51;50;116
0;0;0;0;0;0;0;0;0
0;1;2,77;0,62;2,15;0,000212258459741749;49;52;144
0;0;0;0;0;0;0;0;0
0;1;3;0,65;2,35;0,000129174661327853;47;54;162
0;0;0;0;0;0;0;0;0
0;1;3,3;0,66;2,64;0,000148017404851098;45;56;185
0;0;0;0;0;0;0;0;0
0;1;4,19;0,71;3,48;0,000176613006761346;43;58;243
0;0;0;0;0;0;0;0;0
0;1;4,53;0,68;3,85;0,000128671635041662;41;60;272
0;0;0;0;0;0;0;0;0
0;1;5,02;0,66;4,36;0,000140664851351675;39;62;311
0;0;0;0;0;0;0;0;0
0;1;5,62;0,92;4,7;0,000195732867346493;37;64;360
0;0;0;0;0;0;0;0;0
0;1;7,02;1,12;5,9;0,000171957511093921;35;66;463
0;0;0;0;0;0;0;0;0
0;1;8,22;1,56;6,66;0,000235926505485062;33;68;559
0;0;0;0;0;0;0;0;0
0;1;8,94;1,83;7,11;0,000223508159694192;31;70;626
0;0;0;0;0;0;0;0;0
0;1;9,11;2,64;6,47;0,0001900521150399;29;72;656
0;0;0;0;0;0;0;0;0
0;1;9,28;2,68;6,6;0,000218211540694572;27;74;687
0;0;0;0;0;0;0;0;0
0;1;9,25;2,62;6,63;0,000146332430755998;25;76;703
0;0;0;0;0;0;0;0;0
0;1;9,76;2,6;7,16;0,000175846397611893;23;78;761
0;0;0;0;0;0;0;0;0
0;1;10,03;2,54;7,49;0,000119080001001134;21;80;802
0;0;0;0;0;0;0;0;0
0;1;10,43;2,48;7,95;0,000110681596718463;19;82;855
0;0;0;0;0;0;0;0;0
0;1;11,56;2,44;9,12;0,000116247052781184;17;84;971
0;0;0;0;0;0;0;0;0
0;1;15,15;2,41;12,74;0,000151204273577068;15;86;1303
0;0;0;0;0;0;0;0;0
0;1;18,39;2,42;15,97;0,000143309434497682;13;88;1618
0;0;0;0;0;0;0;0;0
0;1;24,03;2,46;21,57;0,000179716506263697;11;90;2163
0;0;0;0;0;0;0;0;0
0;1;30,12;2,49;27,63;0,000160360029322697;9;92;2771
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0,1;1;0,5;0;0,5;0,000612601320363615;99;2;1
0;0;0;0;0;0;0;0;0
0,1;1;0,25;0;0,25;5,24950475923047e-05;97;4;1
0;0;0;0;0;0;0;0;0
0,1;1;0,17;0;0,17;0,000254749271653421;95;6;1
0;0;0;0;0;0;0;0;0
0,1;1;0,5;0;0,5;9,79189034002644e-05;93;8;4
0;0;0;0;0;0;0;0;0
0,1;1;0,5;0,1;0,4;0,000136440274839007;91;10;5
0;0;0;0;0;0;0;0;0
0,1;1;0,67;0,08;0,59;0,000186389738834203;89;12;8
0;0;0;0;0;0;0;0;0
0,1;1;0,57;0,07;0,5;0,000106740457455096;87;14;8
0;0;0;0;0;0;0;0;0
0,1;1;0,56;0,12;0,44;0,000123493256426258;85;16;9
0;0;0;0;0;0;0;0;0
0,1;1;0,56;0,11;0,45;0,000108344439835532;83;18;10
0;0;0;0;0;0;0;0;0
0,1;1;0,6;0,1;0,5;0,000129430138372639;81;20;12
0;0;0;0;0;0;0;0;0
0,1;1;0,64;0,14;0,5;0,000136846108821799;79;22;14
0;0;0;0;0;0;0;0;0
0,1;1;0,62;0,12;0,5;0,000114032751946887;77;24;15
0;0;0;0;0;0;0;0;0
0,1;1;0,58;0,12;0,46;7,91370660350686e-05;75;26;15
0;0;0;0;0;0;0;0;0
0,1;1;0,54;0,11;0,43;0,000114172347683961;73;28;15
0;0;0;0;0;0;0;0;0
0,1;1;0,53;0,1;0,43;0,00010592006470787;71;30;16
0;0;0;0;0;0;0;0;0
0,1;1;0,53;0,09;0,44;0,000104206522839978;69;32;17
0;0;0;0;0;0;0;0;0
0,1;1;0,65;0,09;0,56;0,000100613078488772;67;34;22
0;0;0;0;0;0;0;0;0
0,1;1;0,69;0,08;0,61;8,20876059334547e-05;65;36;25
0;0;0;0;0;0;0;0;0
0,1;1;0,68;0,08;0,6;0,000143238279621335;63;38;26
0;0;0;0;0;0;0;0;0
0,1;1;0,65;0,07;0,58;8,1506561697427e-05;61;40;26
0;0;0;0;0;0;0;0;0
0,1;1;0,71;0,07;0,64;0,000105883874228652;59;42;30
0;0;0;0;0;0;0;0;0
0,1;1;0,75;0,07;0,68;0,000130519487389375;57;44;33
0;0;0;0;0;0;0;0;0
0,1;1;0,78;0,07;0,71;7,82444627999343e-05;55;46;36
0;0;0;0;0;0;0;0;0
0,1;1;0,85;0,08;0,77;0,000127827192039628;53;48;41
0;0;0;0;0;0;0;0;0
0,1;1;0,82;0,08;0,74;9,32974321850104e-05;51;50;41
0;0;0;0;0;0;0;0;0
0,1;1;1,02;0,08;0,94;0,000171393233889982;49;52;53
0;0;0;0;0;0;0;0;0
0,1;1;1,04;0,07;0,97;0,000108687662494894;47;54;56
0;0;0;0;0;0;0;0;0
