"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timestep";"timesimulation"
0;1;1;0;1;0;35;1
0;0;0;0;0;0;0;0
0;1;0,33;0;0,33;0,000136319771359472;33;3
0;0;0;0;0;0;0;0
0;1;0,2;0;0,2;0,000169559377148742;31;5
0;0;0;0;0;0;0;0
0;1;0,86;0;0,86;0,0207800978476211;29;7
0;0;0;0;0;0;0;0
0;1;0,67;0;0,67;6,75807025562608e-05;27;9
0;0;0;0;0;0;0;0
0;1;0,73;0;0,73;0,000228630462005993;25;11
0;0;0;0;0;0;0;0
0;1;0,62;0;0,62;0,000279013141732256;23;13
0;0;0;0;0;0;0;0
0;1;0,53;0;0,53;0,000196553575925174;21;15
0;0;0;0;0;0;0;0
0;1;0,47;0;0,47;9,07508131840172e-05;19;17
0;0;0;0;0;0;0;0
0;1;0,42;0;0,42;6,94959900045047e-05;17;19
0;0;0;0;0;0;0;0
0;1;0,43;0;0,43;0,00015364961363655;15;21
0;0;0;0;0;0;0;0
0;1;0,39;0;0,39;0,000103517942369436;13;23
0;0;0;0;0;0;0;0
0;1;0,44;0;0,44;8,79155786429104e-05;11;25
0;0;0;0;0;0;0;0
0;1;0,41;0;0,41;0,000104554339129234;9;27
0;0;0;0;0;0;0;0
0;1;0,38;0,03;0,35;0,000100080287147;7;29
0;0;0;0;0;0;0;0
0;1;0,35;0,06;0,29;5,36174907031444e-05;5;31
0;0;0;0;0;0;0;0
0;1;0,33;0,06;0,27;6,59059091335666e-05;3;33
0;0;0;0;0;0;0;0
0;1;0,37;0,06;0,31;0,000153315003923112;1;35
0,1;1;1;0;1;0;35;1
0;0;0;0;0;0;0;0
0,1;1;0,33;0;0,33;8,5772929908523e-05;33;3
0;0;0;0;0;0;0;0
0,1;1;0,2;0;0,2;0,00019507111132222;31;5
0;0;0;0;0;0;0;0
0,1;1;1;0;1;0,0191336733605168;29;7
0;0;0;0;0;0;0;0
0,1;1;0,78;0;0,78;0,000196102558829324;27;9
0;0;0;0;0;0;0;0
0,1;1;0,73;0;0,73;0,000237771450235999;25;11
0;0;0;0;0;0;0;0
0,1;1;0,62;0;0,62;0,000152075094155223;23;13
0;0;0;0;0;0;0;0
0,1;1;0,53;0;0,53;0,000130574028916676;21;15
0;0;0;0;0;0;0;0
0,1;1;0,47;0;0,47;0,000108727627312177;19;17
0;0;0;0;0;0;0;0
0,1;1;0,42;0;0,42;0,000130769651510123;17;19
0;0;0;0;0;0;0;0
0,1;1;0,52;0;0,52;0,000112182796888682;15;21
0;0;0;0;0;0;0;0
0,1;1;0,48;0;0,48;0,000126059797833432;13;23
0;0;0;0;0;0;0;0
0,1;1;0,52;0;0,52;0,000162360001009695;11;25
0;0;0;0;0;0;0;0
0,1;1;0,52;0;0,52;0,000125838377976091;9;27
0;0;0;0;0;0;0;0
0,1;1;0,48;0,07;0,41;0,000124898827560389;7;29
0;0;0;0;0;0;0;0
0,1;1;0,48;0,1;0,38;4,54231625313636e-05;5;31
0;0;0;0;0;0;0;0
0,1;1;0,45;0,09;0,36;0,000110911351468103;3;33
0;0;0;0;0;0;0;0
0,1;1;0,43;0,09;0,34;0,00010058393268234;1;35
0,2;1;1;0;1;0;35;1
0;0;0;0;0;0;0;0
0,2;1;0,33;0;0,33;0,00030188371343054;33;3
0;0;0;0;0;0;0;0
0,2;1;0,2;0;0,2;0,000737286837659779;31;5
0;0;0;0;0;0;0;0
0,2;1;0,86;0;0,86;0,0195401063612646;29;7
0;0;0;0;0;0;0;0
0,2;1;0,78;0;0,78;0,00273919537099735;27;9
0;0;0;0;0;0;0;0
0,2;1;0,73;0;0,73;0,00012731713063736;25;11
0;0;0;0;0;0;0;0
0,2;1;0,62;0;0,62;0,000130229799705152;23;13
0;0;0;0;0;0;0;0
