"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timesimulation"
0,4;1;0,111;0,013;0,098;0,00204806698610688;921
0;0;0;0;0;0;0
0,4;1;0,114;0,015;0,099;0,00204801093527063;919
0;0;0;0;0;0;0
0,4;1;0,117;0,023;0,094;0,00204794672149759;917
0;0;0;0;0;0;0
0,4;1;0,125;0,026;0,099;0,00204788459668206;915
0;0;0;0;0;0;0
0,4;1;0,126;0,028;0,098;0,00204782377017398;913
0;0;0;0;0;0;0
0,4;1;0,171;0,031;0,14;0,0020477660703358;911
0;0;0;0;0;0;0
0,4;1;0,179;0,032;0,147;0,00204770632498906;909
0;0;0;0;0;0;0
0,4;1;0,208;0,033;0,175;0,00204765149674132;907
0;0;0;0;0;0;0
0,4;1;0,214;0,033;0,181;0,00204759356408473;905
0;0;0;0;0;0;0
0,4;1;0,217;0,033;0,184;0,00204753641401198;903
0;0;0;0;0;0;0
0,4;1;0,22;0,033;0,187;0,00204747683806757;901
0;0;0;0;0;0;0
0,4;1;0,237;0,036;0,201;0,00204742004789862;899
0;0;0;0;0;0;0
0,4;1;0,251;0,036;0,215;0,00204735679545554;897
0;0;0;0;0;0;0
0,4;1;0,275;0,036;0,239;0,00204728776176355;895
0;0;0;0;0;0;0
0,4;1;0,288;0,04;0,248;0,00204719751180355;893
0;0;0;0;0;0;0
0,4;1;0,314;0,042;0,272;0,00204710868704375;891
0;0;0;0;0;0;0
0,4;1;0,316;0,042;0,274;0,00204701984804324;889
0;0;0;0;0;0;0
0,4;1;0,318;0,042;0,276;0,00204692976006449;887
0;0;0;0;0;0;0
0,4;1;0,326;0,042;0,284;0,00204683876054586;885
0;0;0;0;0;0;0
0,4;1;0,335;0,043;0,292;0,00204675242387808;883
0;0;0;0;0;0;0
0,4;1;0,347;0,044;0,303;0,00204666679056696;881
0;0;0;0;0;0;0
0,4;1;0,387;0,047;0,34;0,00204659032499644;879
0;0;0;0;0;0;0
0,4;1;0,399;0,048;0,351;0,00204651974958975;877
0;0;0;0;0;0;0
0,4;1;0,406;0,052;0,354;0,00204644894826625;875
0;0;0;0;0;0;0
0,4;1;0,412;0,053;0,359;0,00204637955004159;873
0;0;0;0;0;0;0
0,4;1;0,428;0,055;0,373;0,00204630758407721;871
0;0;0;0;0;0;0
0,4;1;0,444;0,059;0,385;0,00204622875538539;869
0;0;0;0;0;0;0
0,4;1;0,459;0,061;0,398;0,00204615157257231;867
0;0;0;0;0;0;0
0,4;1;0,516;0,115;0,401;0,0020460768339574;865
0;0;0;0;0;0;0
0,4;1;0,544;0,121;0,423;0,00204600167693379;863
0;0;0;0;0;0;0
0,4;1;0,581;0,125;0,456;0,00204592853152116;861
0;0;0;0;0;0;0
0,4;1;0,651;0,13;0,521;0,00204585300415021;859
0;0;0;0;0;0;0
0,4;1;0,769;0,134;0,635;0,00204576852000072;857
0;0;0;0;0;0;0
0,4;1;0,904;0,136;0,768;0,00204568027259228;855
0;0;0;0;0;0;0
0,4;1;1,071;0,136;0,935;0,00204559832765431;853
0;0;0;0;0;0;0
0,4;1;1,28;0,142;1,138;0,00204551786734056;851
0;0;0;0;0;0;0
0,4;1;1,537;0,162;1,375;0,00204543266815089;849
0;0;0;0;0;0;0
0,4;1;1,813;0,188;1,625;0,00204534497830621;847
0;0;0;0;0;0;0
0,4;1;2,17;0,231;1,939;0,00204525705970034;845
0;0;0;0;0;0;0
0,4;1;2,471;0,312;2,159;0,00204516454262147;843
0;0;0;0;0;0;0
0,4;1;2,754;0,414;2,34;0,00204507224470782;841
0;0;0;0;0;0;0
0,4;1;3,04;0,511;2,529;0,00204498479637926;839
0;0;0;0;0;0;0
0,4;1;3,336;0,61;2,726;0,0020449001627396;837
0;0;0;0;0;0;0
0,4;1;3,714;0,702;3,012;0,00204481764109203;835
0;0;0;0;0;0;0
0,4;1;4,23;0,832;3,398;0,00204473427001979;833
0;0;0;0;0;0;0
0,4;1;4,883;1,029;3,854;0,00204464997596315;831
0;0;0;0;0;0;0
0,4;1;5,592;1,367;4,225;0,00204456430710412;829
0;0;0;0;0;0;0
0,4;1;6,192;1,806;4,386;0,00204447789291166;827
0;0;0;0;0;0;0
0,4;1;6,725;2,299;4,426;0,00204439330573005;825
0;0;0;0;0;0;0
0,4;1;7,227;2,812;4,415;0,00204431344989639;823
0;0;0;0;0;0;0
0,4;1;7,694;3,327;4,367;0,00204423602751119;821
0;0;0;0;0;0;0
0,4;1;8,148;3,839;4,309;0,00204416133864419;819
0;0;0;0;0;0;0
0,4;1;8,561;4,422;4,139;0,00204408649306276;817
0;0;0;0;0;0;0
0,4;1;8,898;5,438;3,46;0,00204400762062178;815
0;0;0;0;0;0;0
0,4;1;9,061;5,732;3,329;0,0020439235337036;813
0;0;0;0;0;0;0
0,4;1;9,255;5,853;3,402;0,00204383498445128;811
0;0;0;0;0;0;0
0,4;1;9,549;5,961;3,588;0,00204374480182699;809
0;0;0;0;0;0;0
0,4;1;10,068;6,097;3,971;0,00204365948896754;807
0;0;0;0;0;0;0
0,4;1;10,779;6,312;4,467;0,0020435657732589;805
0;0;0;0;0;0;0
0,4;1;11,423;6,59;4,833;0,00204347366424126;803
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0,5;1;0,001;0;0,001;0,00204337942778465;999
0;0;0;0;0;0;0
0,5;1;0,001;0;0,001;0,00204337938598611;997
0;0;0;0;0;0;0
0,5;1;0,001;0;0,001;0,00204337934725535;995
0;0;0;0;0;0;0
0,5;1;0,011;0;0,011;0,00204337929361826;993
0;0;0;0;0;0;0
0,5;1;0,011;0;0,011;0,00204337923133017;991
0;0;0;0;0;0;0
0,5;1;0,012;0;0,012;0,00204338036398692;989
0;0;0;0;0;0;0
0,5;1;0,012;0,001;0,011;0,002043381372448;987
0;0;0;0;0;0;0
0,5;1;0,012;0,001;0,011;0,00204338585527247;985
0;0;0;0;0;0;0
0,5;1;0,013;0,001;0,012;0,0020433919365758;983
0;0;0;0;0;0;0
0,5;1;0,015;0,001;0,014;0,00204342009558441;981
0;0;0;0;0;0;0
0,5;1;0,017;0,001;0,016;0,00204347396536893;979
0;0;0;0;0;0;0
0,5;1;0,019;0,001;0,018;0,00204351511352367;977
0;0;0;0;0;0;0
0,5;1;0,019;0,001;0,018;0,00204355850177469;975
0;0;0;0;0;0;0
0,5;1;0,02;0,001;0,019;0,00204360548972426;973
0;0;0;0;0;0;0
0,5;1;0,021;0,001;0,02;0,00204365683878682;971
0;0;0;0;0;0;0
0,5;1;0,021;0,001;0,02;0,0020437048023447;969
0;0;0;0;0;0;0
0,5;1;0,023;0,003;0,02;0,00204378879501162;967
0;0;0;0;0;0;0
0,5;1;0,024;0,004;0,02;0,00204388264649756;965
0;0;0;0;0;0;0
0,5;1;0,024;0,004;0,02;0,00204399021988897;963
0;0;0;0;0;0;0
0,5;1;0,043;0,005;0,038;0,0020440229286006;961
0;0;0;0;0;0;0
0,5;1;0,044;0,005;0,039;0,0020440822203246;959
0;0;0;0;0;0;0
0,5;1;0,048;0,005;0,043;0,00204414391784218;957
0;0;0;0;0;0;0
0,5;1;0,05;0,005;0,045;0,00204418936444491;955
0;0;0;0;0;0;0
0,5;1;0,051;0,005;0,046;0,00204424073181424;953
0;0;0;0;0;0;0
0,5;1;0,052;0,005;0,047;0,00204427881491625;951
0;0;0;0;0;0;0
0,5;1;0,055;0,007;0,048;0,00204430589276659;949
0;0;0;0;0;0;0
0,5;1;0,062;0,007;0,055;0,00204434166479824;947
0;0;0;0;0;0;0
0,5;1;0,065;0,008;0,057;0,00204438768771467;945
0;0;0;0;0;0;0
0,5;1;0,068;0,008;0,06;0,00204443729581878;943
0;0;0;0;0;0;0
0,5;1;0,078;0,008;0,07;0,002044479365493;941
0;0;0;0;0;0;0
0,5;1;0,078;0,008;0,07;0,00204452113784588;939
0;0;0;0;0;0;0
0,5;1;0,078;0,008;0,07;0,00204456358005912;937
0;0;0;0;0;0;0
0,5;1;0,079;0,008;0,071;0,00204459865697041;935
0;0;0;0;0;0;0
0,5;1;0,079;0,008;0,071;0,00204463268588111;933
0;0;0;0;0;0;0
0,5;1;0,096;0,008;0,088;0,00204467567005624;931
0;0;0;0;0;0;0
0,5;1;0,107;0,008;0,099;0,00204470984006392;929
0;0;0;0;0;0;0
0,5;1;0,11;0,011;0,099;0,00204474030248736;927
0;0;0;0;0;0;0
0,5;1;0,114;0,014;0,1;0,00204476609552604;925
0;0;0;0;0;0;0
0,5;1;0,118;0,014;0,104;0,00204479843572438;923
0;0;0;0;0;0;0
0,5;1;0,12;0,015;0,105;0,00204484210319516;921
0;0;0;0;0;0;0
0,5;1;0,125;0,015;0,11;0,00204487755727403;919
0;0;0;0;0;0;0
0,5;1;0,128;0,026;0,102;0,00204491136101938;917
0;0;0;0;0;0;0
0,5;1;0,131;0,027;0,104;0,00204494388046594;915
0;0;0;0;0;0;0
0,5;1;0,134;0,029;0,105;0,00204498013669317;913
0;0;0;0;0;0;0
0,5;1;0,178;0,03;0,148;0,00204501931584888;911
0;0;0;0;0;0;0
0,5;1;0,194;0,033;0,161;0,00204506359054698;909
0;0;0;0;0;0;0
0,5;1;0,209;0,033;0,176;0,00204510290866135;907
0;0;0;0;0;0;0
0,5;1;0,209;0,035;0,174;0,0020451415644345;905
0;0;0;0;0;0;0
0,5;1;0,216;0,035;0,181;0,00204518765155366;903
0;0;0;0;0;0;0
0,5;1;0,217;0,037;0,18;0,00204523720226267;901
0;0;0;0;0;0;0
0,5;1;0,23;0,04;0,19;0,0020452854022447;899
0;0;0;0;0;0;0
0,5;1;0,245;0,042;0,203;0,00204534163355838;897
0;0;0;0;0;0;0
0,5;1;0,258;0,042;0,216;0,00204539338365917;895
0;0;0;0;0;0;0
0,5;1;0,278;0,049;0,229;0,0020454620124011;893
0;0;0;0;0;0;0
0,5;1;0,304;0,05;0,254;0,00204554031192888;891
0;0;0;0;0;0;0
0,5;1;0,317;0,051;0,266;0,00204562904102314;889
0;0;0;0;0;0;0
0,5;1;0,331;0,051;0,28;0,00204572211347786;887
0;0;0;0;0;0;0
0,5;1;0,346;0,052;0,294;0,0020458175299015;885
0;0;0;0;0;0;0
0,5;1;0,377;0,055;0,322;0,00204591020573248;883
0;0;0;0;0;0;0
0,5;1;0,412;0,057;0,355;0,00204600136157276;881
0;0;0;0;0;0;0
0,5;1;0,479;0,059;0,42;0,00204610101086674;879
0;0;0;0;0;0;0
0,5;1;0,508;0,063;0,445;0,00204619324547132;877
0;0;0;0;0;0;0
0,5;1;0,545;0,07;0,475;0,00204629228200224;875
0;0;0;0;0;0;0
0,5;1;0,601;0,072;0,529;0,00204639753494557;873
0;0;0;0;0;0;0
0,5;1;0,68;0,077;0,603;0,0020465095467501;871
0;0;0;0;0;0;0
0,5;1;0,82;0,079;0,741;0,00204662375857369;869
0;0;0;0;0;0;0
0,5;1;0,992;0,086;0,906;0,00204674317743637;867
0;0;0;0;0;0;0
0,5;1;1,205;0,194;1,011;0,00204685991594;865
0;0;0;0;0;0;0
0,5;1;1,302;0,25;1,052;0,00204698651182747;863
0;0;0;0;0;0;0
0,5;1;1,45;0,299;1,151;0,00204711568324492;861
0;0;0;0;0;0;0
0,5;1;1,643;0,366;1,277;0,00204724507721514;859
0;0;0;0;0;0;0
0,5;1;1,824;0,427;1,397;0,00204736582454181;857
0;0;0;0;0;0;0
0,5;1;1,972;0,495;1,477;0,00204748030912457;855
0;0;0;0;0;0;0
0,5;1;2,094;0,618;1,476;0,00204758937404914;853
0;0;0;0;0;0;0
0,5;1;2,19;0,769;1,421;0,00204769241458204;851
0;0;0;0;0;0;0
0,5;1;2,267;0,892;1,375;0,00204780071846928;849
0;0;0;0;0;0;0
0,5;1;2,334;1,004;1,33;0,0020479114726471;847
0;0;0;0;0;0;0
0,5;1;2,407;1,1;1,307;0,00204802710951925;845
0;0;0;0;0;0;0
0,5;1;2,481;1,208;1,273;0,00204814235421246;843
0;0;0;0;0;0;0
0,5;1;2,538;1,272;1,266;0,00204825633156134;841
0;0;0;0;0;0;0
0,5;1;2,634;1,321;1,313;0,00204836739729897;839
0;0;0;0;0;0;0
0,5;1;2,721;1,366;1,355;0,00204847509487134;837
0;0;0;0;0;0;0
0,5;1;2,821;1,395;1,426;0,00204857738138273;835
0;0;0;0;0;0;0
0,5;1;2,951;1,439;1,512;0,00204868480459798;833
0;0;0;0;0;0;0
0,5;1;3,153;1,481;1,672;0,00204879579709449;831
0;0;0;0;0;0;0
0,5;1;3,348;1,547;1,801;0,00204891024611268;829
0;0;0;0;0;0;0
0,5;1;3,567;1,611;1,956;0,00204902851026214;827
0;0;0;0;0;0;0
0,5;1;3,758;1,697;2,061;0,00204914626727042;825
0;0;0;0;0;0;0
0,5;1;3,978;1,794;2,184;0,00204925949025928;823
0;0;0;0;0;0;0
0,5;1;4,209;1,943;2,266;0,00204936819890317;821
0;0;0;0;0;0;0
0,5;1;4,421;2,129;2,292;0,0020494759736567;819
0;0;0;0;0;0;0
0,5;1;4,592;2,334;2,258;0,00204957594440002;817
0;0;0;0;0;0;0
0,5;1;4,759;2,878;1,881;0,00204967885771645;815
0;0;0;0;0;0;0
0,5;1;4,856;3,103;1,753;0,00204978866941084;813
0;0;0;0;0;0;0
0,5;1;4,94;3,226;1,714;0,00204989796272113;811
0;0;0;0;0;0;0
0,5;1;5,088;3,356;1,732;0,00205000843450622;809
0;0;0;0;0;0;0
0,5;1;5,297;3,474;1,823;0,00205011254491617;807
0;0;0;0;0;0;0
0,5;1;5,466;3,632;1,834;0,00205021844333081;805
0;0;0;0;0;0;0
0,5;1;5,614;3,79;1,824;0,00205032159748847;803
0;0;0;0;0;0;0
0,5;1;5,733;3,979;1,754;0,0020504321851423;801
0;0;0;0;0;0;0
0,5;1;5,836;4,146;1,69;0,00205044749603858;799
0;0;0;0;0;0;0
0,5;1;5,922;4,301;1,621;0,00205046228859405;797
0;0;0;0;0;0;0
0,5;1;6,002;4,411;1,591;0,00205046865194083;795
0;0;0;0;0;0;0
0,5;1;6,083;4,525;1,558;0,00205047730976698;793
0;0;0;0;0;0;0
0,5;1;6,17;4,641;1,529;0,002050479686232;791
0;0;0;0;0;0;0
0,5;1;6,286;4,708;1,578;0,00205048298461951;789
0;0;0;0;0;0;0
0,5;1;6,383;4,782;1,601;0,00204402471230767;787
0;0;0;0;0;0;0
0,5;1;6,505;4,83;1,675;0,00203122417013357;785
0;0;0;0;0;0;0
0,5;1;6,651;4,877;1,774;0,00201858172031885;783
0;0;0;0;0;0;0
0,5;1;6,855;4,938;1,917;0,00200609847917971;781
0;0;0;0;0;0;0
0,5;1;7,068;5,015;2,053;0,00199376670609529;779
0;0;0;0;0;0;0
0,5;1;7,315;5,103;2,212;0,00198158482171306;777
0;0;0;0;0;0;0
0,5;1;7,562;5,213;2,349;0,00196955513373735;775
0;0;0;0;0;0;0
0,5;1;7,81;5,315;2,495;0,00195767221840174;773
0;0;0;0;0;0;0
0,5;1;8,092;5,467;2,625;0,00194593135995437;771
0;0;0;0;0;0;0
0,5;1;8,377;5,645;2,732;0,0019343327864089;769
0;0;0;0;0;0;0
0,5;1;8,642;5,881;2,761;0,00192286990272282;767
0;0;0;0;0;0;0
0,5;1;8,873;6,135;2,738;0,0019115396508143;765
0;0;0;0;0;0;0
0,5;1;9,001;6,881;2,12;0,00190034636698289;763
0;0;0;0;0;0;0
0,5;1;9,101;7,065;2,036;0,00188928341565123;761
0;0;0;0;0;0;0
0,5;1;9,242;7,217;2,025;0,00187834994315977;759
0;0;0;0;0;0;0
0,5;1;9,43;7,359;2,071;0,00186754250877703;757
0;0;0;0;0;0;0
0,5;1;9,643;7,537;2,106;0,0018568537331047;755
0;0;0;0;0;0;0
0,5;1;9,827;7,716;2,111;0,00184628967357778;753
0;0;0;0;0;0;0
0,5;1;9,999;7,912;2,087;0,00183584622761881;751
0;0;0;0;0;0;0
0,5;1;10,129;8,142;1,987;0,00182552148573726;749
0;0;0;0;0;0;0
0,5;1;10,25;8,327;1,923;0,00181531093963534;747
0;0;0;0;0;0;0
0,5;1;10,351;8,487;1,864;0,00180521532066663;745
0;0;0;0;0;0;0
0,5;1;10,46;8,652;1,808;0,00179523094922284;743
0;0;0;0;0;0;0
0,5;1;10,546;8,798;1,748;0,00178535237971942;741
0;0;0;0;0;0;0
0,5;1;10,653;8,92;1,733;0,00177558254845304;739
0;0;0;0;0;0;0
0,5;1;10,762;9,006;1,756;0,00176591799447806;737
0;0;0;0;0;0;0
0,5;1;10,877;9,068;1,809;0,00175635693967338;735
0;0;0;0;0;0;0
0,5;1;11,019;9,144;1,875;0,00174689912699563;733
0;0;0;0;0;0;0
0,5;1;11,209;9,226;1,983;0,00173754721899322;731
0;0;0;0;0;0;0
0,5;1;11,411;9,315;2,096;0,00172829658067931;729
0;0;0;0;0;0;0
0,5;1;11,626;9,412;2,214;0,00171914064385527;727
0;0;0;0;0;0;0
0,5;1;11,9;9,519;2,381;0,0017100814376374;725
0;0;0;0;0;0;0
0,5;1;12,162;9,652;2,51;0,00170112047887546;723
0;0;0;0;0;0;0
0,5;1;12,429;9,816;2,613;0,00169225329104695;721
0;0;0;0;0;0;0
0,5;1;12,69;10;2,69;0,00168347876700264;719
0;0;0;0;0;0;0
0,5;1;12,961;10,227;2,734;0,00167479353988243;717
0;0;0;0;0;0;0
0,5;1;13,212;10,468;2,744;0,00166619768381619;715
0;0;0;0;0;0;0
0,5;1;13,418;11,135;2,283;0,00165769079652803;713
0;0;0;0;0;0;0
0,5;1;13,51;11,446;2,064;0,00164926998543986;711
0;0;0;0;0;0;0
0,5;1;13,606;11,582;2,024;0,00164093392548453;709
0;0;0;0;0;0;0
0,5;1;13,784;11,712;2,072;0,00163268143273763;707
0;0;0;0;0;0;0
0,5;1;14,013;11,866;2,147;0,00162451104454926;705
0;0;0;0;0;0;0
0,5;1;14,2;12,042;2,158;0,00161642522001407;703
0;0;0;0;0;0;0
0,5;1;14,352;12,239;2,113;0,00160841529159563;701
0;0;0;0;0;0;0
0,5;1;14,486;12,455;2,031;0,00160048952842091;699
0;0;0;0;0;0;0
0,5;1;14,601;12,657;1,944;0,00159264221806516;697
0;0;0;0;0;0;0
0,5;1;14,685;12,846;1,839;0,00158487093479303;695
0;0;0;0;0;0;0
0,5;1;14,779;12,995;1,784;0,00157717006803767;693
0;0;0;0;0;0;0
0,5;1;14,867;13,156;1,711;0,0015695429079208;691
0;0;0;0;0;0;0
0,5;1;14,963;13,268;1,695;0,00156198883630965;689
0;0;0;0;0;0;0
0,5;1;15,071;13,375;1,696;0,00155450734989821;687
0;0;0;0;0;0;0
0,5;1;15,174;13,44;1,734;0,00154709679833035;685
0;0;0;0;0;0;0
0,5;1;15,282;13,491;1,791;0,00153975725675078;683
0;0;0;0;0;0;0
0,5;1;15,459;13,556;1,903;0,00153248901219162;681
0;0;0;0;0;0;0
0,5;1;15,677;13,633;2,044;0,00152528893167059;679
0;0;0;0;0;0;0
0,5;1;15,899;13,751;2,148;0,00151815572154477;677
0;0;0;0;0;0;0
0,5;1;16,143;13,867;2,276;0,00151108857296087;675
0;0;0;0;0;0;0
0,5;1;16,388;13,976;2,412;0,00150408953076299;673
0;0;0;0;0;0;0
0,5;1;16,637;14,09;2,547;0,00149715387698364;671
0;0;0;0;0;0;0
0,5;1;16,915;14,251;2,664;0,00149028139721223;669
0;0;0;0;0;0;0
0,5;1;17,194;14,461;2,733;0,00148347240299911;667
0;0;0;0;0;0;0
0,5;1;17,472;14,707;2,765;0,00147672405213104;665
0;0;0;0;0;0;0
0,5;1;17,718;14,942;2,776;0,00147003504481001;663
0;0;0;0;0;0;0
0,5;1;17,842;15,697;2,145;0,00146340702941684;661
0;0;0;0;0;0;0
0,5;1;17,938;15,895;2,043;0,00145683535117339;659
0;0;0;0;0;0;0
0,5;1;18,083;16,032;2,051;0,0014503200973286;657
0;0;0;0;0;0;0
0,5;1;18,279;16,181;2,098;0,00144386529606737;655
0;0;0;0;0;0;0
0,5;1;18,481;16,358;2,123;0,00143746926741156;653
0;0;0;0;0;0;0
0,5;1;18,63;16,508;2,122;0,00143112984168591;651
0;0;0;0;0;0;0
0,5;1;18,784;16,715;2,069;0,00142484757703148;649
0;0;0;0;0;0;0
0,5;1;18,902;16,929;1,973;0,00141861954828113;647
0;0;0;0;0;0;0
0,5;1;19,026;17,106;1,92;0,00141244562500449;645
0;0;0;0;0;0;0
0,5;1;19,13;17,287;1,843;0,00140632606085414;643
0;0;0;0;0;0;0
0,5;1;19,222;17,451;1,771;0,00140026008602764;641
0;0;0;0;0;0;0
0,5;1;19,324;17,583;1,741;0,00139424829366115;639
0;0;0;0;0;0;0
0,5;1;19,407;17,678;1,729;0,00138828812238339;637
0;0;0;0;0;0;0
0,5;1;19,527;17,763;1,764;0,00138237896527905;635
0;0;0;0;0;0;0
0,5;1;19,658;17,828;1,83;0,00137651879029922;633
0;0;0;0;0;0;0
0,5;1;19,808;17,899;1,909;0,00137071041373978;631
0;0;0;0;0;0;0
0,5;1;20,003;17,984;2,019;0,00136495157325489;629
0;0;0;0;0;0;0
0,5;1;20,223;18,081;2,142;0,00135924030482121;627
0;0;0;0;0;0;0
0,5;1;20,464;18,181;2,283;0,00135357665508036;625
0;0;0;0;0;0;0
0,5;1;20,676;18,293;2,383;0,00134796287277778;623
0;0;0;0;0;0;0
0,5;1;20,902;18,429;2,473;0,00134239700718208;621
0;0;0;0;0;0;0
0,5;1;21,154;18,555;2,599;0,00133687702085503;619
0;0;0;0;0;0;0
0,5;1;21,448;18,724;2,724;0,00133140216762226;617
0;0;0;0;0;0;0
0,5;1;21,712;18,94;2,772;0,00132597250410287;615
0;0;0;0;0;0;0
0,5;1;21,964;19,217;2,747;0,00132058711427442;613
0;0;0;0;0;0;0
0,5;1;22,166;19,879;2,287;0,00131524571549929;611
0;0;0;0;0;0;0
0,5;1;22,268;20,193;2,075;0,00130994638779993;609
0;0;0;0;0;0;0
0,5;1;22,381;20,335;2,046;0,00130468854575512;607
0;0;0;0;0;0;0
0,5;1;22,536;20,499;2,037;0,00129946967683974;605
0;0;0;0;0;0;0
0,5;1;22,755;20,651;2,104;0,00129429041315161;603
0;0;0;0;0;0;0
0,5;1;22,942;20,828;2,114;0,00128915120949132;601
0;0;0;0;0;0;0
0,5;1;23,1;21,005;2,095;0,00128405178871693;599
0;0;0;0;0;0;0
0,5;1;23,247;21,196;2,051;0,00127899254653494;597
0;0;0;0;0;0;0
0,5;1;23,375;21,394;1,981;0,00127397226601901;595
0;0;0;0;0;0;0
0,5;1;23,486;21,6;1,886;0,00126898881759054;593
0;0;0;0;0;0;0
0,5;1;23,587;21,748;1,839;0,00126404398197856;591
0;0;0;0;0;0;0
0,5;1;23,676;21,917;1,759;0,00125913694528652;589
0;0;0;0;0;0;0
0,5;1;23,772;22,043;1,729;0,0012542682887719;587
0;0;0;0;0;0;0
0,5;1;23,882;22,132;1,75;0,00124943741950206;585
0;0;0;0;0;0;0
0,5;1;23,985;22,212;1,773;0,0012446447828677;583
0;0;0;0;0;0;0
0,5;1;24,13;22,281;1,849;0,00123988724298481;581
0;0;0;0;0;0;0
0,5;1;24,288;22,36;1,928;0,00123516561112975;579
0;0;0;0;0;0;0
0,5;1;24,487;22,436;2,051;0,00123047932634737;577
0;0;0;0;0;0;0
0,5;1;24,716;22,539;2,177;0,00122582923314272;575
0;0;0;0;0;0;0
0,5;1;24,964;22,637;2,327;0,00122121474960448;573
0;0;0;0;0;0;0
0,5;1;25,186;22,756;2,43;0,00121663689489268;571
0;0;0;0;0;0;0
0,5;1;25,459;22,9;2,559;0,00121209506885155;569
0;0;0;0;0;0;0
0,5;1;25,732;23,054;2,678;0,00120758703297928;567
0;0;0;0;0;0;0
0,5;1;26,014;23,266;2,748;0,00120311243889366;565
0;0;0;0;0;0;0
0,5;1;26,285;23,51;2,775;0,00119867139705375;563
0;0;0;0;0;0;0
0,5;1;26,567;23,761;2,806;0,00119426336204181;561
0;0;0;0;0;0;0
0,5;1;26,684;24,53;2,154;0,00118988676911569;559
0;0;0;0;0;0;0
0,5;1;26,794;24,709;2,085;0,00118554229589294;557
0;0;0;0;0;0;0
0,5;1;26,93;24,857;2,073;0,00118123094027716;555
0;0;0;0;0;0;0
0,5;1;27,107;25,007;2,1;0,00117695067490774;553
0;0;0;0;0;0;0
0,5;1;27,303;25,184;2,119;0,00117270203707088;551
0;0;0;0;0;0;0
0,5;1;27,479;25,372;2,107;0,00116848234032995;549
0;0;0;0;0;0;0
0,5;1;27,622;25,577;2,045;0,00116429217980513;547
0;0;0;0;0;0;0
0,5;1;27,738;25,763;1,975;0,00116013258146717;545
0;0;0;0;0;0;0
0,5;1;27,858;25,96;1,898;0,00115600374446347;543
0;0;0;0;0;0;0
0,5;1;27,966;26,105;1,861;0,00115190358875901;541
0;0;0;0;0;0;0
0,5;1;28,072;26,274;1,798;0,00114783244671675;539
0;0;0;0;0;0;0
0,5;1;28,166;26,423;1,743;0,00114378983228965;537
0;0;0;0;0;0;0
0,5;1;28,264;26,547;1,717;0,00113977460320356;535
0;0;0;0;0;0;0
0,5;1;28,374;26,627;1,747;0,00113578528543821;533
0;0;0;0;0;0;0
0,5;1;28,474;26,694;1,78;0,0011318231060409;531
0;0;0;0;0;0;0
0,5;1;28,602;26,762;1,84;0,00112788808087094;529
0;0;0;0;0;0;0
0,5;1;28,769;26,828;1,941;0,00112398062775331;527
0;0;0;0;0;0;0
0,5;1;28,973;26,906;2,067;0,00112010026657762;525
0;0;0;0;0;0;0
0,5;1;29,225;27,009;2,216;0,00111624746412595;523
0;0;0;0;0;0;0
0,5;1;29,455;27,112;2,343;0,00111242187971268;521
0;0;0;0;0;0;0
0,5;1;29,717;27,22;2,497;0,00110862306767201;519
0;0;0;0;0;0;0
0,5;1;29,956;27,345;2,611;0,00110485077033866;517
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
