" Sceloporus undulatus";"Alligator mississippiensis";"Amphibolurus  muricatus";"Amphibolurus muricatus";"Anolis carolinensis";"Anolis carolinensis ";"Anolis sagrei";"Apalone mutica";"Apalone spinifera";"Bassiana duperreyi";"Bungarus multicinctus";"Caiman latirostris ";"Calotes versicolor";"Caretta caretta";"Centrochelys sulcata";"Chamaeleo calyptratus";"Chamaeleo chamaeleon";"Chelodina expansa";"Chelonia mydas";"Chelydra  serpentina";"Coluber constrictor";"Crocodylus porosus";"Cyclura nubila";"Deinagkistrodon acutus";"Dinodon rufozonatum";"Dipsosaurus dorsalis";"Elaphe carinata";"Elseya albagula";"Emydura  macquarii";"Emydura macquarii";"Emys orbicularis";"Gekko japonicus";"Gopherus agassizii";"Gopherus polyphemus";"Graptemys ouachitensis";"Hemidactylus bowringii";"Hemidactylus frenatus";"Heteronotia binoei";"Iberolacerta cyreni";"Kinosternon leucostomum ";"Lacerta schreiberi";"Lampropholis delicata";"Lampropholis guichenoti";"Lampropholis guichenoti ";"Liasis fuscus";"Macrochelys temminckii";"Mauremys mutica";"Mauremys reevesii";"Naja atra";"Nannoscincus maccoyi ";"Natrix natrix";"Ocadia sinensis";"Oedura lesueurii";"Oligosoma suteri";"Pantherophis obsoletus";"Paroedura picta";"Pelodiscus sinensis";"Pelomedusa subrufa";"Phrynocephalus albolineatus";"Phrynocephalus frontalis";"Phrynocephalus przewalskii";"Pituophis melanoleucus";"Plestiodon chinensis";"Plestiodon chinensis ";"Plestiodon elegans";"Podarcis muralis";"Podocnemis lewyana";"Psammodromus  algirus ";"Psammodromus algirus";"Psammodromus algirus ";"Pseudemys nelsoni";"Ptyas dhumnades";"Saproscincus  mustelinus";"Sceloporus scalaris";"Sceloporus undulatus";"Sceloporus virgatus";"Scincella modesta";"Sphenodon punctatus";"Sternotherus odoratus";"Takydromus septentrionalis";"Takydromus stejnegeri";"Takydromus wolteri ";"Trachemys scripta";"Tropidonophis mairii";"Varanus albigularis";"Xenochrophis piscator";"Zootoca vivipara";"Zootoca vivipara "
1,48050451149314;3,15475992608983;1,7723492702795;0,734783234470919;0,21228538085586;1,50812986965437;0,568515519015936;1,39453724521552;0,324925043095397;2,87753247323893;0,467050875976442;3,27515230738423;1,33360010239275;0,151604600509565;0,0716845014494354;2,79957178620999;5,23223844385615;0,396363857363644;0,315205270447124;0,299575684892505;5,4514199119266;16,2506074587756;0,278562467345248;0,0721930314071312;13,7461308121243;9,83265833930357;13,1771457777406;0,0905357460425184;10,6470037346002;0,735190195848514;0,174547811263424;27,5554097921753;0,113137084989848;0,0569142828448601;15,6991265263283;0,0127635725167355;4,91151787023075;1,79577679655468;0,352217247599391;0,778305754496179;3,41701990176981;0,192395319817416;1,65195392653822;0,280894745098039;2,09212447000845;0,421311654714711;4,71185301652444;0,798820511646613;4,13823862269271;0,527086592294809;2,01135878016859;0,821048163344076;4,64838501411068;2,37845438172786;2,09665149755228;0,129597230606121;0,490157723614076;1,31650336324543;7,50372465118105;5,37938586729609;2,29863989243831;19,0259384101145;11,6848020944349;2,57849518524485;0,0564332647983093;5,9219806500221;4,51011288301848;2,08780827214802;2,63191811766784;1,33508977518375;1,02784798541825;3,76087783935;0,754494774235219;2,49042237681951;1,64941931606043;7,42333975310801;1,64970528973494;0,163680221317136;12,7279220613579;5,7998254084303;1,74419672692682;2,8981351939859;1,67553908519046;2,33877260613694;2,17377626589702;2,12016890232398;2,60441824855027;1,69964612497995
