"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timestep";"timesimulation";"speciestotal"
0;0;0;0;0;0;0;0;0
0;1;0,5;0;0,5;0,000404729688671335;499;2;1
0;0;0;0;0;0;0;0;0
0;1;0,25;0;0,25;0,000313242787944423;497;4;1
0;0;0;0;0;0;0;0;0
0;1;0,17;0;0,17;0,000592152536078638;495;6;1
0;0;0;0;0;0;0;0;0
0;1;0,38;0;0,38;0,000314365436546588;493;8;3
0;0;0;0;0;0;0;0;0
0;1;0,3;0;0,3;0,000520703078560669;491;10;3
0;0;0;0;0;0;0;0;0
0;1;0,25;0,08;0,17;0,000460025482018289;489;12;3
0;0;0;0;0;0;0;0;0
0;1;0,21;0,14;0,07;4,61877109013686e-05;487;14;3
0;0;0;0;0;0;0;0;0
0;1;0,19;0,12;0,07;0,000481828533412609;485;16;3
0;0;0;0;0;0;0;0;0
0;1;0,17;0,11;0,06;0,000250273705237003;483;18;3
0;0;0;0;0;0;0;0;0
0;1;0,15;0,1;0,05;0,000357715426716754;481;20;3
0;0;0;0;0;0;0;0;0
0;1;0,14;0,09;0,05;0,000724714534254933;479;22;3
0;0;0;0;0;0;0;0;0
0;1;0,12;0,08;0,04;9,12861676544141e-06;477;24;3
0;0;0;0;0;0;0;0;0
0;1;0,12;0,12;0;NA;475;26;3
0;0;0;0;0;0;0;0;0
0,25;1;0,5;0;0,5;0,000429407654046143;499;2;1
0;0;0;0;0;0;0;0;0
0,25;1;0,25;0;0,25;0,000723275403068713;497;4;1
0;0;0;0;0;0;0;0;0
0,25;1;0,17;0;0,17;0,000577024246772417;495;6;1
0;0;0;0;0;0;0;0;0
0,25;1;0,75;0;0,75;0,000178720964712498;493;8;6
0;0;0;0;0;0;0;0;0
0,25;1;0,6;0;0,6;0,00024677336812437;491;10;6
0;0;0;0;0;0;0;0;0
0,25;1;0,58;0,17;0,41;0,000111153275045617;489;12;7
0;0;0;0;0;0;0;0;0
0,25;1;0,5;0,14;0,36;8,09391361255796e-05;487;14;7
0;0;0;0;0;0;0;0;0
0,25;1;0,44;0,12;0,32;0,000115696118405739;485;16;7
0;0;0;0;0;0;0;0;0
0,25;1;0,39;0,11;0,28;3,58992335392938e-05;483;18;7
0;0;0;0;0;0;0;0;0
0,25;1;0,35;0,1;0,25;9,60790914478094e-05;481;20;7
0;0;0;0;0;0;0;0;0
0,25;1;0,32;0,09;0,23;0,000103636626797032;479;22;7
0;0;0;0;0;0;0;0;0
0,25;1;0,33;0,08;0,25;0,00017760946814895;477;24;8
0;0;0;0;0;0;0;0;0
0,25;1;0,31;0,08;0,23;0,000109219143732048;475;26;8
0;0;0;0;0;0;0;0;0
0,25;1;0,29;0,07;0,22;7,8295488313479e-05;473;28;8
0;0;0;0;0;0;0;0;0
0,25;1;0,3;0,1;0,2;0,000115324058058188;471;30;9
0;0;0;0;0;0;0;0;0
0,25;1;0,28;0,09;0,19;7,51678692077854e-05;469;32;9
0;0;0;0;0;0;0;0;0
0,25;1;0,29;0,12;0,17;0,000133223088135193;467;34;10
0;0;0;0;0;0;0;0;0
0,25;1;0,31;0,14;0,17;0,000219597099286437;465;36;11
0;0;0;0;0;0;0;0;0
0,25;1;0,29;0,13;0,16;0,000168327501012829;463;38;11
0;0;0;0;0;0;0;0;0
0,25;1;0,28;0,12;0,16;0,000149945729394021;461;40;11
0;0;0;0;0;0;0;0;0
0,25;1;0,26;0,12;0,14;0,00013807607305392;459;42;11
0;0;0;0;0;0;0;0;0
0,25;1;0,25;0,16;0,09;0,00014672018417726;457;44;11
0;0;0;0;0;0;0;0;0
0,25;1;0,24;0,15;0,09;4,80560291310078e-05;455;46;11
0;0;0;0;0;0;0;0;0
0,25;1;0,23;0,17;0,06;3,70340477711487e-05;453;48;11
0;0;0;0;0;0;0;0;0
0,25;1;0,22;0,16;0,06;7,36141754907327e-05;451;50;11
0;0;0;0;0;0;0;0;0
0,25;1;0,25;0,15;0,1;0,000416729563123677;449;52;13
0;0;0;0;0;0;0;0;0
0,25;1;0,24;0,15;0,09;8,58658576934568e-05;447;54;13
0;0;0;0;0;0;0;0;0
0,25;1;0,23;0,14;0,09;8,35451992229563e-05;445;56;13
0;0;0;0;0;0;0;0;0
0,25;1;0,22;0,14;0,08;6,15766417019659e-05;443;58;13
0;0;0;0;0;0;0;0;0
0,25;1;0,22;0,13;0,09;6,0250161738018e-05;441;60;13
0;0;0;0;0;0;0;0;0
0,25;1;0,26;0,13;0,13;7,8639082626191e-05;439;62;16
