"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timesimulation"
0,1;1;0,333333333333333;0;0,333333333333333;0,0126116279905345;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
