"plasticity";"replications";"enviroment_type";"speciation";"extinction";"diversif";"traitevolution";"timesimulation";"abundance";"occupancy"
0;10;"stable_low";0;0;0;0,000203808924722892;66;76,71875;0,93298969072165
0;10;"stable_low";0;0;0;0,000152057886443131;67;81,375;0,937984496124031
0;10;"stable_low";0;0;0;0,000127583153006562;68;87,1875;0,933503836317136
0;10;"stable_low";0;0;0;0,000166164788361329;69;97,90625;0,937984496124031
0;10;"stable_low";0;0;0;0,000154603995581281;70;112,1875;0,925641025641026
0;10;"stable_low";0;0;0;0,000150588334874074;71;127,78125;0,925064599483204
0;10;"stable_low";0;0;0;0,000131835786382877;72;139,65625;0,922879177377892
0;10;"stable_low";0,03125;0;0,03125;0,000123649530293962;73;146,454545454545;0,921671018276762
0;10;"stable_low";0,0606060606060606;0;0,0606060606060606;0,000165394400634937;74;149,571428571429;0,923884514435696
0;10;"stable_low";0,0285714285714286;0;0,0285714285714286;0,000218007983022083;75;153,361111111111;0,921259842519685
0;10;"stable_low";0;0;0;0,000174558080912148;76;158,666666666667;0,925333333333333
0;10;"stable_low";0,0277777777777778;0;0,0277777777777778;0,000201495192172657;77;158,72972972973;0,927613941018767
0;10;"stable_low";0,459459459459459;0;0,459459459459459;0,000294879835179533;78;110,407407407407;0,922459893048128
0;10;"stable_low";0;0;0;0,000205476716012591;79;109,87037037037;0,926430517711172
0;10;"stable_low";0;0;0;0,000231027206194007;80;108,5;0,922651933701657
0;10;"stable_low";0;0;0;0,000184798300547419;81;107,5;0,935393258426966
0;10;"stable_low";0;0;0;0,00024103646941473;82;109,574074074074;0,980225988700565
0;10;"stable_low";0;0;0;0,000161362462763462;83;114,148148148148;0,997175141242938
0;10;"stable_low";0;0,0555555555555556;-0,0555555555555556;0,000353694492480499;84;83,4705882352941;0,837423312883436
0;10;"stable_low";0;0;0;0,000174751459377739;85;90,7843137254902;0,895705521472393
0;10;"stable_low";0;0;0;0,000273348780891588;86;98,5490196078431;0,95398773006135
0;10;"stable_low";0;0;0;0,000194224184754789;87;105,647058823529;0,969040247678019
0;10;"stable_low";0;0;0;0,000240654478451069;88;113,098039215686;0,975155279503106
0;10;"stable_low";0;0;0;0,000252300890467232;89;119,882352941176;0,968454258675079
0;10;"stable_low";0,0196078431372549;0;0,0196078431372549;0,000223930438578662;90;122,692307692308;0,968847352024922
0;10;"stable_low";0,0192307692307692;0;0,0192307692307692;0,000333731010826376;91;121,849056603774;0,965625
0;10;"stable_low";0;0,0188679245283019;-0,0188679245283019;0,000391503011653952;92;122,461538461538;0,965079365079365
0;10;"stable_low";0,0576923076923077;0,0192307692307692;0,0384615384615385;0,000418729627685655;93;120,333333333333;0,965408805031447
0;10;"stable_low";1,07407407407407;0;1,07407407407407;0,00104995867201333;94;59,9017857142857;0,966360856269113
0;10;"stable_low";0;0,0267857142857143;-0,0267857142857143;0,000436888308968146;95;61,5504587155963;0,966463414634146
0;10;"stable_low";0;0;0;0,000508642150687007;96;60,2201834862385;0,962732919254658
0;10;"stable_low";0;0;0;0,000560091990751242;97;58,8899082568807;0,965732087227414
0;10;"stable_low";0;0;0;0,000566865258856708;98;57,0183486238532;0,961783439490446
0;10;"stable_low";0,018348623853211;0;0,018348623853211;0,000503813683750721;99;56,2342342342342;0,964516129032258
0;10;"stable_low";0,00900900900900901;0,00900900900900901;0;0,000591723623936151;100;55,0720720720721;0,960264900662252
0;10;"stable_low";0,027027027027027;0,018018018018018;0,00900900900900901;0,000660473135728931;101;54,7410714285714;0,963333333333333
0;10;"stable_low";0,00892857142857143;0,0267857142857143;-0,0178571428571429;0,00066814512115908;102;54,3727272727273;0,958904109589041
0;10;"stable_low";0,00909090909090909;0;0,00909090909090909;0,000578798375561061;103;56,3423423423423;0,95364238410596
0;10;"stable_low";0,00900900900900901;0,00900900900900901;0;0,000591410096482841;104;56,8018018018018;0,942953020134228
0;10;"stable_low";0;0,00900900900900901;-0,00900900900900901;0,00060655776119211;105;58;0,940199335548173
0;10;"stable_low";0,0545454545454545;0;0,0545454545454545;0,000600001030593369;106;55,5086206896552;0,943333333333333
0;10;"stable_low";0;0;0;0,000715603120675179;107;57,3879310344828;0,932475884244373
0;10;"stable_low";0,0517241379310345;0;0,0517241379310345;0,000662541109398669;108;53,8524590163934;0,93015873015873
0;10;"stable_low";0,0245901639344262;0,00819672131147541;0,0163934426229508;0,000658406211620589;109;53,3629032258064;0,914373088685015
0;10;"stable_low";0,0645161290322581;0;0,0645161290322581;0,0006286871726967;110;50,2045454545455;0,919161676646707
0;10;"stable_low";0,00757575757575758;0;0,00757575757575758;0,000642736185888413;111;52,9774436090226;0,92156862745098
0;10;"stable_low";0,0601503759398496;0,0150375939849624;0,0451127819548872;0,000618349368992377;112;52,7482014388489;0,923705722070845
0;10;"stable_low";0,00719424460431655;0;0,00719424460431655;0,000661159122811987;113;54,9142857142857;0,928759894459103
0;10;"stable_low";0;0;0;0,000684187606311399;114;58,7928571428571;0,928753180661578
0;10;"stable_low";0;0;0;0,000681130120360585;115;60,9285714285714;0,933503836317136
0;10;"stable_low";0;0;0;0,000622814206303289;116;63,3571428571429;0,933161953727506
0;10;"stable_low";0;0;0;0,000605577336946566;117;64,7;0,93298969072165
0;10;"stable_low";0,00714285714285714;0;0,00714285714285714;0,000701117693031433;118;66,6099290780142;0,935400516795866
0;10;"stable_low";0;0;0;0,000673409948740282;119;68,6099290780142;0,933503836317136
0;10;"stable_low";0,00709219858156028;0;0,00709219858156028;0,000741034607954769;120;69,2746478873239;0,937984496124031
0;10;"stable_low";0;0;0;0,000808279248853909;121;71,6619718309859;0,928205128205128
0;10;"stable_low";0,0140845070422535;0;0,0140845070422535;0,000875053039492181;122;75,2916666666667;0,92764857881137
0;10;"stable_low";0;0,00694444444444444;-0,00694444444444444;0,00089359990104192;123;78,979020979021;0,922879177377892
0;10;"stable_low";0,00699300699300699;0,00699300699300699;0;0,00093337380337601;124;80,6083916083916;0,921671018276762
0;10;"stable_low";0,020979020979021;0;0,020979020979021;0,0009811699748718;125;79,7191780821918;0,921259842519685
0;10;"stable_low";0,0273972602739726;0,0136986301369863;0,0136986301369863;0,00107884473012681;126;78,7094594594595;0,923884514435696
0;10;"stable_low";0,0202702702702703;0,00675675675675676;0,0135135135135135;0,00108148407492704;127;74,6666666666667;0,928
0;10;"stable_low";0,0466666666666667;0,00666666666666667;0,04;0,00120645579942735;128;69,224358974359;0,93029490616622
0;10;"stable_low";0,307692307692308;0;0,307692307692308;0,00131088538562283;129;49,6176470588235;0,925133689839572
0;10;"stable_low";0,00490196078431373;0,00980392156862745;-0,00490196078431373;0,00132452899178197;130;45,7093596059113;0,93732970027248
0;10;"stable_low";0,00492610837438424;0;0,00492610837438424;0,00140630574497291;131;42,0294117647059;0,953038674033149
0;10;"stable_low";0,00980392156862745;0,00490196078431373;0,00490196078431373;0,00144338214348461;132;38,4243902439024;0,960674157303371
0;10;"stable_low";0,0146341463414634;0;0,0146341463414634;0,00155500022447946;133;36,9423076923077;0,994350282485876
0;10;"stable_low";0,0192307692307692;0,00480769230769231;0,0144230769230769;0,00157899662040009;134;38,4597156398104;0,997175141242938
0;10;"stable_low";0,042654028436019;0,033175355450237;0,00947867298578199;0,00152263693839089;135;27,3568075117371;0,837423312883436
0;10;"stable_low";0,028169014084507;0,0704225352112676;-0,0422535211267606;0,0016131392460421;136;29,3823529411765;0,898773006134969
0;10;"stable_low";0,00980392156862745;0,0686274509803922;-0,0588235294117647;0,001539210265391;137;31,9479166666667;0,938650306748466
0;10;"stable_low";0,0104166666666667;0,03125;-0,0208333333333333;0,00155163829201486;138;32,9840425531915;0,956656346749226
0;10;"stable_low";0,0212765957446809;0,0478723404255319;-0,0265957446808511;0,00153522351497093;139;35,4699453551913;0,96583850931677
0;10;"stable_low";0,0109289617486339;0,0163934426229508;-0,00546448087431694;0,00159016506269663;140;34,3736263736264;0,962145110410095
0;10;"stable_low";0,0494505494505494;0,010989010989011;0,0384615384615385;0,00162838545594024;141;37,3492063492063;0,959501557632399
0;10;"stable_low";0,00529100529100529;0,00529100529100529;0;0,00152345066271798;142;35,6243386243386;0,95625
0;10;"stable_low";0,0158730158730159;0,0317460317460317;-0,0158730158730159;0,00155890251661068;143;35,6129032258064;0,955555555555556
0;10;"stable_low";0,021505376344086;0,0268817204301075;-0,0053763440860215;0,00160501290709392;144;38,7621621621622;0,952830188679245
0;10;"stable_low";0,027027027027027;0,00540540540540541;0,0216216216216216;0,00159254489264169;145;39,3597883597884;0,948012232415902
0;10;"stable_low";0,0423280423280423;0,037037037037037;0,00529100529100529;0,0016053332376677;146;41,3263157894737;0,935975609756098
0;10;"stable_low";0,110526315789474;0,00526315789473684;0,105263157894737;0,00157122578990742;147;36,1666666666667;0,928571428571429
0;10;"stable_low";0,0904761904761905;0,019047619047619;0,0714285714285714;0,00158209986818771;148;36,64;0,925233644859813
0;10;"stable_low";0,0711111111111111;0,00444444444444444;0,0666666666666667;0,00161488894966501;149;32,85;0,910828025477707
0;10;"stable_low";0,05;0,0166666666666667;0,0333333333333333;0,00164594949727776;150;33,7096774193548;0,906451612903226
0;10;"stable_low";0,0161290322580645;0;0,0161290322580645;0,00158984412531766;151;29,5674603174603;0,907284768211921
0;10;"stable_low";0,0396825396825397;0,0317460317460317;0,00793650793650794;0,00160891358112152;152;30,5433070866142;0,916666666666667
0;10;"stable_low";0,015748031496063;0,0196850393700787;-0,00393700787401575;0,00167358086240895;153;27,897233201581;0,921232876712329
0;10;"stable_low";0,0434782608695652;0,00790513833992095;0,0355731225296443;0,00157820487792411;154;33,2748091603053;0,910596026490066
0;10;"stable_low";0,0267175572519084;0;0,0267175572519084;0,00161995060526193;155;30,275092936803;0,902684563758389
0;10;"stable_low";0,0446096654275093;0,00371747211895911;0,0408921933085502;0,00164763247654868;156;32,2535714285714;0,887043189368771
0;10;"stable_low";0,0464285714285714;0,00357142857142857;0,0428571428571429;0,00161355352971726;157;30,8630136986301;0,89
0;10;"stable_low";0,0753424657534247;0;0,0753424657534247;0,00165072706941682;158;35,0605095541401;0,887459807073955
0;10;"stable_low";0,0668789808917197;0;0,0668789808917197;0,00167147992542841;159;36,1492537313433;0,885714285714286
0;10;"stable_low";0,0597014925373134;0;0,0597014925373134;0,00166532247233442;160;39,5915492957746;0,868501529051988
0;10;"stable_low";0,0788732394366197;0,0028169014084507;0,076056338028169;0,00162544682873257;161;38,3062827225131;0,856287425149701
0;10;"stable_low";0,0471204188481675;0,00261780104712042;0,0445026178010471;0,00163025732935785;162;37,9122807017544;0,854341736694678
0;10;"stable_low";0,0175438596491228;0;0,0175438596491228;0,00165840048160277;163;38,6871921182266;0,858310626702997
0;10;"stable_low";0,00738916256157635;0;0,00738916256157635;0,00164634207215498;164;39,0220048899755;0,860158311345646
0;10;"stable_low";0,00488997555012225;0;0,00488997555012225;0,0016837485023075;165;39,5182481751825;0,862595419847328
0;10;"stable_low";0,0024330900243309;0;0,0024330900243309;0,00169348784276678;166;40,7864077669903;0,869565217391304
0;10;"stable_low";0,00485436893203883;0;0,00485436893203883;0,00162305524491816;167;40,3381642512077;0,87146529562982
0;10;"stable_low";0,00483091787439614;0;0,00483091787439614;0,00168357916480008;168;41,0072115384615;0,86340206185567
0;10;"stable_low";0;0;0;0,0016968513496301;169;42,1706730769231;0,891472868217054
0;10;"stable_low";0,00961538461538462;0;0,00961538461538462;0,00165955863590331;170;42,1380952380952;0,879795396419437
0;10;"stable_low";0,00238095238095238;0;0,00238095238095238;0,0017075563224856;171;42,9358669833729;0,896640826873385
0;10;"stable_low";0,00237529691211401;0;0,00237529691211401;0,00165786199795196;172;42,9810426540284;0,882051282051282
0;10;"stable_low";0;0,0023696682464455;-0,0023696682464455;0,00168374240098351;173;43,9619952494062;0,89405684754522
0;10;"stable_low";0;0;0;0,00168573748683313;174;44,2541567695962;0,894601542416452
0;10;"stable_low";0,00950118764845606;0;0,00950118764845606;0,00170717573188389;175;44,3011764705882;0,892950391644909
0;10;"stable_low";0,00941176470588235;0,00235294117647059;0,00705882352941176;0,00172530716219828;176;45,6635514018692;0,89238845144357
0;10;"stable_low";0;0,00233644859813084;-0,00233644859813084;0,00166918633236552;177;45,9180327868852;0,868766404199475
0;10;"stable_low";0,00936768149882904;0;0,00936768149882904;0,00168418293184577;178;45,461716937355;0,872
0;10;"stable_low";0,00696055684454756;0,00232018561484919;0,00464037122969838;0,00171213717976215;179;45,2424942263279;0,871313672922252
0;10;"stable_low";0,0023094688221709;0,0023094688221709;0;0,00171354832181806;180;45,9745958429561;0,863636363636364
0;10;"stable_low";0,0046189376443418;0;0,0046189376443418;0,00170987987865862;181;45,8528735632184;0,874659400544959
0;10;"stable_low";0,0252873563218391;0,00229885057471264;0,0229885057471264;0,00171349789686927;182;45,3955056179775;0,88121546961326
0;10;"stable_low";0,0134831460674157;0,00449438202247191;0,00898876404494382;0,00170459573366316;183;44,5946547884187;0,898876404494382
0;10;"stable_low";0,0200445434298441;0,0089086859688196;0,0111358574610245;0,00173562654315118;184;44,5550660792952;0,926553672316384
0;10;"stable_low";0,0330396475770925;0,0066079295154185;0,026431718061674;0,00173994585568513;185;44,3969957081545;0,949152542372881
0;10;"stable_low";0,036480686695279;0,0214592274678112;0,0150214592274678;0,00170724587217709;186;33,7103594080338;0,791411042944785
0;10;"stable_low";0,0338266384778013;0,0211416490486258;0,0126849894291755;0,001741907818194;187;34,9707724425887;0,797546012269939
0;10;"stable_low";0,0292275574112735;0,0208768267223382;0,00835073068893528;0,00171037940544311;188;36,4761904761905;0,794478527607362
0;10;"stable_low";0,0165631469979296;0,0124223602484472;0,0041407867494824;0,00170535783563109;189;37,6103092783505;0,798761609907121
0;10;"stable_low";0,0164948453608247;0,0144329896907217;0,00206185567010309;0,00174633204424329;190;39,4753086419753;0,804347826086957
0;10;"stable_low";0,0226337448559671;0,01440329218107;0,00823045267489712;0,00172948720904894;191;38,8734693877551;0,807570977917981
0;10;"stable_low";0,0224489795918367;0,0142857142857143;0,00816326530612245;0,00170748361177897;192;42,6113360323887;0,806853582554517
0;10;"stable_low";0,00809716599190283;0,0121457489878543;-0,00404858299595142;0,00175347055785072;193;41,6544715447154;0,815625
0;10;"stable_low";0,0121951219512195;0,00813008130081301;0,0040650406504065;0,00172557849010351;194;41,165991902834;0,819047619047619
0;10;"stable_low";0,0323886639676113;0,0101214574898785;0,0222672064777328;0,00177172722573998;195;42,9148514851485;0,823899371069182
0;10;"stable_low";0,0752475247524752;0,0118811881188119;0,0633663366336634;0,00172737200656582;196;45,9404096834264;0,819571865443425
0;10;"stable_low";0,0484171322160149;0,00931098696461825;0,0391061452513966;0,00175768084329961;197;43,9551971326165;0,807926829268293
0;10;"stable_low";0,0788530465949821;0,0125448028673835;0,0663082437275986;0,001770992851496;198;40,0941176470588;0,791925465838509
0;10;"stable_low";0,109243697478992;0,00504201680672269;0,104201680672269;0,00173705399537737;199;39,531202435312;0,78816199376947
0;10;"stable_low";0,0654490106544901;0,0060882800608828;0,0593607305936073;0,00176256428164369;200;36,551724137931;0,799363057324841
0;10;"stable_low";0,0589080459770115;0,0129310344827586;0,0459770114942529;0,00177339051803341;201;36,1895604395604;0,803225806451613
0;10;"stable_low";0,0412087912087912;0,010989010989011;0,0302197802197802;0,00177755582868408;202;32,6226666666667;0,80794701986755
0;10;"stable_low";0,0306666666666667;0,0213333333333333;0,00933333333333333;0,0017614125065855;203;32,9379128137384;0,816666666666667
0;10;"stable_low";0,0317040951122853;0,00264200792602378;0,0290620871862616;0,00176272228379002;204;28,405648267009;0,825342465753425
0;10;"stable_low";0,0462130937098845;0,00770218228498074;0,0385109114249037;0,00179564218257231;205;35,1223733003708;0,821192052980132
0;10;"stable_low";0,0407911001236094;0,00618046971569839;0,034610630407911;0,00178416233343594;206;31,2437275985663;0,815436241610738
0;10;"stable_low";0,0621266427718041;0,003584229390681;0,0585424133811231;0,00179127730026439;207;33,27539503386;0,807308970099668
0;10;"stable_low";0,0665914221218962;0,00564334085778781;0,0609480812641083;0,00179976447114921;208;32,0691489361702;0,803333333333333
0;10;"stable_low";0,0627659574468085;0,00106382978723404;0,0617021276595745;0,00180646255353128;209;37,7625250501002;0,790996784565916
0;10;"stable_low";0,0791583166332665;0;0,0791583166332665;0,001812896984513;210;37,3732590529248;0,793650793650794
0;10;"stable_low";0,0575673166202414;0;0,0575673166202414;0,00178068020192541;211;39,6646180860404;0,785932721712538
0;10;"stable_low";0,0526777875329236;0;0,0526777875329236;0,00180194658358423;212;40,185988323603;0,787425149700599
0;10;"stable_low";0,042535446205171;0;0,042535446205171;0,00180879041936432;213;40,4992;0,787114845938375
0;10;"stable_low";0,0232;0;0,0232;0,00182266652170872;214;41,2392494136044;0,825613079019074
0;10;"stable_low";0,00390930414386239;0;0,00390930414386239;0,00180244144640797;215;41,6355140186916;0,839050131926121
0;10;"stable_low";0,00155763239875389;0;0,00155763239875389;0,00181583132435571;216;41,9992223950233;0,860050890585242
0;10;"stable_low";0,00699844479004666;0;0,00699844479004666;0,00181826651130923;217;42,3776061776062;0,874680306905371
0;10;"stable_low";0,00231660231660232;0;0,00231660231660232;0,00182947867669502;218;42,9815100154083;0,874035989717224
0;10;"stable_low";0,00231124807395994;0;0,00231124807395994;0,00182758365036594;219;43,6917755572636;0,871134020618557
0;10;"stable_low";0,00922367409684858;0;0,00922367409684858;0,00182350297383694;220;43,8758568164509;0,881136950904393
0;10;"stable_low";0,00456968773800457;0;0,00456968773800457;0,00185484543441414;221;44,7839272175891;0,874680306905371
0;10;"stable_low";0,00151630022744503;0;0,00151630022744503;0,00183274542650708;222;45,1211203633611;0,881136950904393
0;10;"stable_low";0,00529901589704769;0;0,00529901589704769;0,00183085007156769;223;44,9638554216867;0,869230769230769
0;10;"stable_low";0,00301204819277108;0,000753012048192771;0,00225903614457831;0,00185039553860434;224;45,7340345604808;0,870801033591731
0;10;"stable_low";0,00525920360631104;0;0,00525920360631104;0,00186146278406647;225;46,0224215246637;0,868894601542416
0;10;"stable_low";0,00373692077727952;0;0,00373692077727952;0,00186171703748329;226;46,596425912137;0,866840731070496
0;10;"stable_low";0,00148920327624721;0,000744601638123604;0,000744601638123604;0,00184897132923575;227;47,5319940476191;0,874015748031496
0;10;"stable_low";0,00446428571428571;0,000744047619047619;0,0037202380952381;0,00187000707507711;228;48,1363973313566;0,876640419947507
0;10;"stable_low";0,00296515937731653;0,000741289844329133;0,0022238695329874;0,00185866290156327;229;48,8247041420118;0,88
0;10;"stable_low";0,00443786982248521;0;0,00443786982248521;0,0018579118478772;230;48,2282768777614;0,882037533512064
0;10;"stable_low";0,00368188512518409;0;0,00368188512518409;0,00187667571956414;231;48,6581071166544;0,879679144385027
0;10;"stable_low";0,012472487160675;0;0,012472487160675;0,00187389491208996;232;48,4326086956522;0,888283378746594
0;10;"stable_low";0,013768115942029;0,00289855072463768;0,0108695652173913;0,00186424633004506;233;47,7921146953405;0,883977900552486
0;10;"stable_low";0,0157706093189964;0,0028673835125448;0,0129032258064516;0,00187635326012332;234;47,3828733191791;0,887640449438202
0;10;"stable_low";0,0283085633404105;0,00353857041755131;0,0247699929228592;0,00189205705280941;235;46,7603591160221;0,892655367231638
0;10;"stable_low";0,0179558011049724;0,00276243093922652;0,0151933701657459;0,00188263734721361;236;46,2945578231293;0,915254237288136
0;10;"stable_low";0,0421768707482993;0,0156462585034014;0,026530612244898;0,00189909903658408;237;35,2929092113983;0,794478527607362
0;10;"stable_low";0,0351225977468522;0,0225314777998675;0,0125911199469848;0,00187928348567843;238;36,4947643979058;0,797546012269939
0;10;"stable_low";0,0274869109947644;0,0117801047120419;0,0157068062827225;0,00189420078970132;239;38,6984536082474;0,791411042944785
0;10;"stable_low";0,0264175257731959;0,014819587628866;0,0115979381443299;0,00189750538054086;240;39,1554140127389;0,795665634674923
0;10;"stable_low";0,0178343949044586;0,0121019108280255;0,00573248407643312;0,00189136428429202;241;40,9943001899937;0,804347826086957
0;10;"stable_low";0,019632678910703;0,0170994300189994;0,00253324889170361;0,00188855249470445;242;40,1623499684144;0,79179810725552
0;10;"stable_low";0,016424510423247;0,0082122552116235;0,0082122552116235;0,00191018363582562;243;44,484335839599;0,791277258566978
0;10;"stable_low";0,0093984962406015;0,006265664160401;0,0031328320802005;0,00191895938733315;244;44,1118051217989;0,796875
0;10;"stable_low";0,018738288569644;0,00749531542785759;0,0112429731417864;0,00190344629376395;245;42,088326127239;0,803174603174603
0;10;"stable_low";0,0253242742433601;0,00988264360716492;0,0154416306361952;0,00191920414067448;246;45,125304136253;0,808176100628931
0;10;"stable_low";0,0693430656934307;0,00851581508515815;0,0608272506082725;0,00194990465384961;247;47,4604357798165;0,81039755351682
0;10;"stable_low";0,0533256880733945;0,00573394495412844;0,0475917431192661;0,00190969050736364;248;45,7739463601533;0,814024390243902
0;10;"stable_low";0,0821018062397373;0,00164203612479475;0,0804597701149425;0,00192105922240873;249;41,8328267477204;0,813664596273292
0;10;"stable_low";0,109422492401216;0,00455927051671732;0,104863221884498;0,00193164121699986;250;39,9720311783585;0,800623052959502
0;10;"stable_low";0,0894085281980743;0,0110041265474553;0,078404401650619;0,00194111570073517;251;37,0973639455782;0,812101910828026
0;10;"stable_low";0,0527210884353742;0,00892857142857143;0,0437925170068027;0,00194517176277999;252;36,2403258655804;0,82258064516129
0;10;"stable_low";0,0386965376782077;0,00814663951120163;0,0305498981670061;0,00194842556192894;253;32,7916996047431;0,817880794701987
0;10;"stable_low";0,041897233201581;0,0173913043478261;0,0245059288537549;0,00195108104334317;254;33,0054012345679;0,816666666666667
0;10;"stable_low";0,0316358024691358;0,00733024691358025;0,0243055555555556;0,00195910219723097;255;29,0229755178908;0,821917808219178
0;10;"stable_low";0,0429378531073446;0,00602636534839925;0,0369114877589454;0,00195999926736755;256;35,3999273519797;0,814569536423841
0;10;"stable_low";0,042862332001453;0,00326916091536506;0,0395931710860879;0,00197238663099265;257;31,7218728162124;0,818791946308725
0;10;"stable_low";0,0580013976240391;0,00349406009783368;0,0545073375262055;0,00195840858613284;258;33,5944333996024;0,807308970099668
