"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timestep";"timesimulation"
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000132119309596493;499;2
0;0;0;0;0;0;0;0
0;3;0;0;0;0,00931188565736374;497;4
0;0;0;0;0;0;0;0
0;3;0;0;0;0,00164340889795237;495;6
0;0;0;0;0;0;0;0
0;3;0;0;0;0,00120410665334157;493;8
0;0;0;0;0;0;0;0
0;3;0;0;0;0,00379360037958975;491;10
0;0;0;0;0;0;0;0
0;3;0;0,5;-0,5;0,000227263053941591;489;12
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000385307184955835;487;14
0;0;0;0;0;0;0;0
0;3;1;0;1;0,000795748250167332;485;16
0;0;0;0;0;0;0;0
0;3;0,333333333333333;0;0,333333333333333;0,000757262840984285;483;18
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000678650137121686;481;20
0;0;0;0;0;0;0;0
0;3;0;0,25;-0,25;0,000951351965041616;479;22
0;0;0;0;0;0;0;0
0;3;0;0,333333333333333;-0,333333333333333;0,000240680166591938;477;24
0;0;0;0;0;0;0;0
0;3;0;0;0;0,0001857528845419;475;26
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000749496951635171;473;28
0;0;0;0;0;0;0;0
0;3;1;0;1;0,000286368866993953;471;30
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000487664010015696;469;32
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000683494404041694;467;34
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000456870096243585;465;36
0;0;0;0;0;0;0;0
0;3;0;0;0;7,2136214942908e-05;463;38
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000138459192126978;461;40
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000600450083134962;459;42
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000629442614389157;457;44
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000305571023199441;455;46
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000642623832243479;453;48
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000426848423835289;451;50
0;0;0;0;0;0;0;0
0;3;0,333333333333333;0;0,333333333333333;0,000436549179191381;449;52
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000263598803726679;447;54
0;0;0;0;0;0;0;0
0;3;0,25;0;0,25;0,000404398689615264;445;56
0;0;0;0;0;0;0;0
0;3;0;0,166666666666667;-0,166666666666667;0,000245355924060958;443;58
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000382659320849294;441;60
0;0;0;0;0;0;0;0
0;3;0,166666666666667;0;0,166666666666667;0,000756953172615644;439;62
0;0;0;0;0;0;0;0
0;3;0,142857142857143;0;0,142857142857143;0,000612652773576495;437;64
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000496614317264636;435;66
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000637715708009616;433;68
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000425425686561532;431;70
0;0;0;0;0;0;0;0
0;3;0,1;0;0,1;0,000807496491651198;429;72
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000590137358701084;427;74
0;0;0;0;0;0;0;0
0;3;0,181818181818182;0;0,181818181818182;0,000657627904304841;425;76
0;0;0;0;0;0;0;0
0;3;0;0,0909090909090909;-0,0909090909090909;0,000829101869782663;423;78
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000600523119314029;421;80
0;0;0;0;0;0;0;0
0;3;0,1;0,2;-0,1;0,00067763467726602;419;82
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000517091490801981;417;84
0;0;0;0;0;0;0;0
0;3;0;0;0;0,00059287264880568;415;86
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000612227524370236;413;88
0;0;0;0;0;0;0;0
0;3;0;0,0909090909090909;-0,0909090909090909;0,00067730506651608;411;90
0;0;0;0;0;0;0;0
0;3;0;0,1;-0,1;0,000531586894418721;409;92
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000623762208353198;407;94
0;0;0;0;0;0;0;0
0;3;0;0,111111111111111;-0,111111111111111;0,000614050385543095;405;96
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000382196117818181;403;98
0;0;0;0;0;0;0;0
0;3;0;0,125;-0,125;0,000358651569558104;401;100
0;0;0;0;0;0;0;0
0;3;0;0,142857142857143;-0,142857142857143;0,000250842910416716;399;102
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000502538414510582;397;104
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000443224658300596;395;106
0;0;0;0;0;0;0;0
0;3;0;0;0;0,000574342905968242;393;108
0;0;0;0;0;0;0;0
